ID,Acquisition_date,Split,SAR,B8,RGB,MASK,DEM
Jun_2019_381,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_381,/mnt/d/repos/toushka/patches/b8/Jun_2019_381,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_381,/mnt/d/repos/toushka/patches/mask/Jun_2019_381,/mnt/d/repos/toushka/patches/dem/DEM_381
Jun_2019_382,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_382,/mnt/d/repos/toushka/patches/b8/Jun_2019_382,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_382,/mnt/d/repos/toushka/patches/mask/Jun_2019_382,/mnt/d/repos/toushka/patches/dem/DEM_382
Jun_2019_383,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_383,/mnt/d/repos/toushka/patches/b8/Jun_2019_383,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_383,/mnt/d/repos/toushka/patches/mask/Jun_2019_383,/mnt/d/repos/toushka/patches/dem/DEM_383
Jun_2019_384,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_384,/mnt/d/repos/toushka/patches/b8/Jun_2019_384,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_384,/mnt/d/repos/toushka/patches/mask/Jun_2019_384,/mnt/d/repos/toushka/patches/dem/DEM_384
Jun_2019_385,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_385,/mnt/d/repos/toushka/patches/b8/Jun_2019_385,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_385,/mnt/d/repos/toushka/patches/mask/Jun_2019_385,/mnt/d/repos/toushka/patches/dem/DEM_385
Jun_2019_386,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_386,/mnt/d/repos/toushka/patches/b8/Jun_2019_386,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_386,/mnt/d/repos/toushka/patches/mask/Jun_2019_386,/mnt/d/repos/toushka/patches/dem/DEM_386
Jun_2019_387,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_387,/mnt/d/repos/toushka/patches/b8/Jun_2019_387,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_387,/mnt/d/repos/toushka/patches/mask/Jun_2019_387,/mnt/d/repos/toushka/patches/dem/DEM_387
Jun_2019_388,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_388,/mnt/d/repos/toushka/patches/b8/Jun_2019_388,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_388,/mnt/d/repos/toushka/patches/mask/Jun_2019_388,/mnt/d/repos/toushka/patches/dem/DEM_388
Jun_2019_389,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_389,/mnt/d/repos/toushka/patches/b8/Jun_2019_389,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_389,/mnt/d/repos/toushka/patches/mask/Jun_2019_389,/mnt/d/repos/toushka/patches/dem/DEM_389
Jun_2019_390,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_390,/mnt/d/repos/toushka/patches/b8/Jun_2019_390,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_390,/mnt/d/repos/toushka/patches/mask/Jun_2019_390,/mnt/d/repos/toushka/patches/dem/DEM_390
Jun_2019_391,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_391,/mnt/d/repos/toushka/patches/b8/Jun_2019_391,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_391,/mnt/d/repos/toushka/patches/mask/Jun_2019_391,/mnt/d/repos/toushka/patches/dem/DEM_391
Jun_2019_392,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_392,/mnt/d/repos/toushka/patches/b8/Jun_2019_392,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_392,/mnt/d/repos/toushka/patches/mask/Jun_2019_392,/mnt/d/repos/toushka/patches/dem/DEM_392
Jun_2019_393,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_393,/mnt/d/repos/toushka/patches/b8/Jun_2019_393,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_393,/mnt/d/repos/toushka/patches/mask/Jun_2019_393,/mnt/d/repos/toushka/patches/dem/DEM_393
Jun_2019_394,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_394,/mnt/d/repos/toushka/patches/b8/Jun_2019_394,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_394,/mnt/d/repos/toushka/patches/mask/Jun_2019_394,/mnt/d/repos/toushka/patches/dem/DEM_394
Jun_2019_395,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_395,/mnt/d/repos/toushka/patches/b8/Jun_2019_395,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_395,/mnt/d/repos/toushka/patches/mask/Jun_2019_395,/mnt/d/repos/toushka/patches/dem/DEM_395
Jun_2019_396,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_396,/mnt/d/repos/toushka/patches/b8/Jun_2019_396,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_396,/mnt/d/repos/toushka/patches/mask/Jun_2019_396,/mnt/d/repos/toushka/patches/dem/DEM_396
Jun_2019_397,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_397,/mnt/d/repos/toushka/patches/b8/Jun_2019_397,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_397,/mnt/d/repos/toushka/patches/mask/Jun_2019_397,/mnt/d/repos/toushka/patches/dem/DEM_397
Jun_2019_398,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_398,/mnt/d/repos/toushka/patches/b8/Jun_2019_398,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_398,/mnt/d/repos/toushka/patches/mask/Jun_2019_398,/mnt/d/repos/toushka/patches/dem/DEM_398
Jun_2019_399,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_399,/mnt/d/repos/toushka/patches/b8/Jun_2019_399,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_399,/mnt/d/repos/toushka/patches/mask/Jun_2019_399,/mnt/d/repos/toushka/patches/dem/DEM_399
Jun_2019_400,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_400,/mnt/d/repos/toushka/patches/b8/Jun_2019_400,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_400,/mnt/d/repos/toushka/patches/mask/Jun_2019_400,/mnt/d/repos/toushka/patches/dem/DEM_400
Jun_2019_401,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_401,/mnt/d/repos/toushka/patches/b8/Jun_2019_401,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_401,/mnt/d/repos/toushka/patches/mask/Jun_2019_401,/mnt/d/repos/toushka/patches/dem/DEM_401
Jun_2019_402,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_402,/mnt/d/repos/toushka/patches/b8/Jun_2019_402,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_402,/mnt/d/repos/toushka/patches/mask/Jun_2019_402,/mnt/d/repos/toushka/patches/dem/DEM_402
Jun_2019_403,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_403,/mnt/d/repos/toushka/patches/b8/Jun_2019_403,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_403,/mnt/d/repos/toushka/patches/mask/Jun_2019_403,/mnt/d/repos/toushka/patches/dem/DEM_403
Jun_2019_404,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_404,/mnt/d/repos/toushka/patches/b8/Jun_2019_404,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_404,/mnt/d/repos/toushka/patches/mask/Jun_2019_404,/mnt/d/repos/toushka/patches/dem/DEM_404
Jun_2019_405,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_405,/mnt/d/repos/toushka/patches/b8/Jun_2019_405,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_405,/mnt/d/repos/toushka/patches/mask/Jun_2019_405,/mnt/d/repos/toushka/patches/dem/DEM_405
Jun_2019_406,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_406,/mnt/d/repos/toushka/patches/b8/Jun_2019_406,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_406,/mnt/d/repos/toushka/patches/mask/Jun_2019_406,/mnt/d/repos/toushka/patches/dem/DEM_406
Jun_2019_407,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_407,/mnt/d/repos/toushka/patches/b8/Jun_2019_407,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_407,/mnt/d/repos/toushka/patches/mask/Jun_2019_407,/mnt/d/repos/toushka/patches/dem/DEM_407
Jun_2019_408,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_408,/mnt/d/repos/toushka/patches/b8/Jun_2019_408,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_408,/mnt/d/repos/toushka/patches/mask/Jun_2019_408,/mnt/d/repos/toushka/patches/dem/DEM_408
Jun_2019_409,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_409,/mnt/d/repos/toushka/patches/b8/Jun_2019_409,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_409,/mnt/d/repos/toushka/patches/mask/Jun_2019_409,/mnt/d/repos/toushka/patches/dem/DEM_409
Jun_2019_410,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_410,/mnt/d/repos/toushka/patches/b8/Jun_2019_410,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_410,/mnt/d/repos/toushka/patches/mask/Jun_2019_410,/mnt/d/repos/toushka/patches/dem/DEM_410
Jun_2019_411,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_411,/mnt/d/repos/toushka/patches/b8/Jun_2019_411,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_411,/mnt/d/repos/toushka/patches/mask/Jun_2019_411,/mnt/d/repos/toushka/patches/dem/DEM_411
Jun_2019_412,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_412,/mnt/d/repos/toushka/patches/b8/Jun_2019_412,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_412,/mnt/d/repos/toushka/patches/mask/Jun_2019_412,/mnt/d/repos/toushka/patches/dem/DEM_412
Jun_2019_413,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_413,/mnt/d/repos/toushka/patches/b8/Jun_2019_413,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_413,/mnt/d/repos/toushka/patches/mask/Jun_2019_413,/mnt/d/repos/toushka/patches/dem/DEM_413
Jun_2019_414,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_414,/mnt/d/repos/toushka/patches/b8/Jun_2019_414,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_414,/mnt/d/repos/toushka/patches/mask/Jun_2019_414,/mnt/d/repos/toushka/patches/dem/DEM_414
Jun_2019_415,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_415,/mnt/d/repos/toushka/patches/b8/Jun_2019_415,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_415,/mnt/d/repos/toushka/patches/mask/Jun_2019_415,/mnt/d/repos/toushka/patches/dem/DEM_415
Jun_2019_416,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_416,/mnt/d/repos/toushka/patches/b8/Jun_2019_416,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_416,/mnt/d/repos/toushka/patches/mask/Jun_2019_416,/mnt/d/repos/toushka/patches/dem/DEM_416
Jun_2019_417,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_417,/mnt/d/repos/toushka/patches/b8/Jun_2019_417,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_417,/mnt/d/repos/toushka/patches/mask/Jun_2019_417,/mnt/d/repos/toushka/patches/dem/DEM_417
Jun_2019_418,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_418,/mnt/d/repos/toushka/patches/b8/Jun_2019_418,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_418,/mnt/d/repos/toushka/patches/mask/Jun_2019_418,/mnt/d/repos/toushka/patches/dem/DEM_418
Jun_2019_419,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_419,/mnt/d/repos/toushka/patches/b8/Jun_2019_419,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_419,/mnt/d/repos/toushka/patches/mask/Jun_2019_419,/mnt/d/repos/toushka/patches/dem/DEM_419
Jun_2019_420,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_420,/mnt/d/repos/toushka/patches/b8/Jun_2019_420,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_420,/mnt/d/repos/toushka/patches/mask/Jun_2019_420,/mnt/d/repos/toushka/patches/dem/DEM_420
Jun_2019_421,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_421,/mnt/d/repos/toushka/patches/b8/Jun_2019_421,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_421,/mnt/d/repos/toushka/patches/mask/Jun_2019_421,/mnt/d/repos/toushka/patches/dem/DEM_421
Jun_2019_422,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_422,/mnt/d/repos/toushka/patches/b8/Jun_2019_422,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_422,/mnt/d/repos/toushka/patches/mask/Jun_2019_422,/mnt/d/repos/toushka/patches/dem/DEM_422
Jun_2019_423,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_423,/mnt/d/repos/toushka/patches/b8/Jun_2019_423,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_423,/mnt/d/repos/toushka/patches/mask/Jun_2019_423,/mnt/d/repos/toushka/patches/dem/DEM_423
Jun_2019_424,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_424,/mnt/d/repos/toushka/patches/b8/Jun_2019_424,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_424,/mnt/d/repos/toushka/patches/mask/Jun_2019_424,/mnt/d/repos/toushka/patches/dem/DEM_424
Jun_2019_425,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_425,/mnt/d/repos/toushka/patches/b8/Jun_2019_425,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_425,/mnt/d/repos/toushka/patches/mask/Jun_2019_425,/mnt/d/repos/toushka/patches/dem/DEM_425
Jun_2019_426,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_426,/mnt/d/repos/toushka/patches/b8/Jun_2019_426,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_426,/mnt/d/repos/toushka/patches/mask/Jun_2019_426,/mnt/d/repos/toushka/patches/dem/DEM_426
Jun_2019_427,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_427,/mnt/d/repos/toushka/patches/b8/Jun_2019_427,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_427,/mnt/d/repos/toushka/patches/mask/Jun_2019_427,/mnt/d/repos/toushka/patches/dem/DEM_427
Jun_2019_428,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_428,/mnt/d/repos/toushka/patches/b8/Jun_2019_428,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_428,/mnt/d/repos/toushka/patches/mask/Jun_2019_428,/mnt/d/repos/toushka/patches/dem/DEM_428
Jun_2019_429,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_429,/mnt/d/repos/toushka/patches/b8/Jun_2019_429,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_429,/mnt/d/repos/toushka/patches/mask/Jun_2019_429,/mnt/d/repos/toushka/patches/dem/DEM_429
Jun_2019_430,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_430,/mnt/d/repos/toushka/patches/b8/Jun_2019_430,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_430,/mnt/d/repos/toushka/patches/mask/Jun_2019_430,/mnt/d/repos/toushka/patches/dem/DEM_430
Jun_2019_431,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_431,/mnt/d/repos/toushka/patches/b8/Jun_2019_431,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_431,/mnt/d/repos/toushka/patches/mask/Jun_2019_431,/mnt/d/repos/toushka/patches/dem/DEM_431
Jun_2019_432,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_432,/mnt/d/repos/toushka/patches/b8/Jun_2019_432,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_432,/mnt/d/repos/toushka/patches/mask/Jun_2019_432,/mnt/d/repos/toushka/patches/dem/DEM_432
Jun_2019_433,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_433,/mnt/d/repos/toushka/patches/b8/Jun_2019_433,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_433,/mnt/d/repos/toushka/patches/mask/Jun_2019_433,/mnt/d/repos/toushka/patches/dem/DEM_433
Jun_2019_434,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_434,/mnt/d/repos/toushka/patches/b8/Jun_2019_434,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_434,/mnt/d/repos/toushka/patches/mask/Jun_2019_434,/mnt/d/repos/toushka/patches/dem/DEM_434
Jun_2019_435,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_435,/mnt/d/repos/toushka/patches/b8/Jun_2019_435,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_435,/mnt/d/repos/toushka/patches/mask/Jun_2019_435,/mnt/d/repos/toushka/patches/dem/DEM_435
Jun_2019_436,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_436,/mnt/d/repos/toushka/patches/b8/Jun_2019_436,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_436,/mnt/d/repos/toushka/patches/mask/Jun_2019_436,/mnt/d/repos/toushka/patches/dem/DEM_436
Jun_2019_437,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_437,/mnt/d/repos/toushka/patches/b8/Jun_2019_437,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_437,/mnt/d/repos/toushka/patches/mask/Jun_2019_437,/mnt/d/repos/toushka/patches/dem/DEM_437
Jun_2019_438,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_438,/mnt/d/repos/toushka/patches/b8/Jun_2019_438,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_438,/mnt/d/repos/toushka/patches/mask/Jun_2019_438,/mnt/d/repos/toushka/patches/dem/DEM_438
Jun_2019_439,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_439,/mnt/d/repos/toushka/patches/b8/Jun_2019_439,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_439,/mnt/d/repos/toushka/patches/mask/Jun_2019_439,/mnt/d/repos/toushka/patches/dem/DEM_439
Jun_2019_440,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_440,/mnt/d/repos/toushka/patches/b8/Jun_2019_440,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_440,/mnt/d/repos/toushka/patches/mask/Jun_2019_440,/mnt/d/repos/toushka/patches/dem/DEM_440
Jun_2019_441,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_441,/mnt/d/repos/toushka/patches/b8/Jun_2019_441,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_441,/mnt/d/repos/toushka/patches/mask/Jun_2019_441,/mnt/d/repos/toushka/patches/dem/DEM_441
Jun_2019_442,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_442,/mnt/d/repos/toushka/patches/b8/Jun_2019_442,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_442,/mnt/d/repos/toushka/patches/mask/Jun_2019_442,/mnt/d/repos/toushka/patches/dem/DEM_442
Jun_2019_443,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_443,/mnt/d/repos/toushka/patches/b8/Jun_2019_443,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_443,/mnt/d/repos/toushka/patches/mask/Jun_2019_443,/mnt/d/repos/toushka/patches/dem/DEM_443
Jun_2019_444,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_444,/mnt/d/repos/toushka/patches/b8/Jun_2019_444,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_444,/mnt/d/repos/toushka/patches/mask/Jun_2019_444,/mnt/d/repos/toushka/patches/dem/DEM_444
Jun_2019_445,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_445,/mnt/d/repos/toushka/patches/b8/Jun_2019_445,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_445,/mnt/d/repos/toushka/patches/mask/Jun_2019_445,/mnt/d/repos/toushka/patches/dem/DEM_445
Jun_2019_446,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_446,/mnt/d/repos/toushka/patches/b8/Jun_2019_446,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_446,/mnt/d/repos/toushka/patches/mask/Jun_2019_446,/mnt/d/repos/toushka/patches/dem/DEM_446
Jun_2019_447,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_447,/mnt/d/repos/toushka/patches/b8/Jun_2019_447,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_447,/mnt/d/repos/toushka/patches/mask/Jun_2019_447,/mnt/d/repos/toushka/patches/dem/DEM_447
Jun_2019_448,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_448,/mnt/d/repos/toushka/patches/b8/Jun_2019_448,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_448,/mnt/d/repos/toushka/patches/mask/Jun_2019_448,/mnt/d/repos/toushka/patches/dem/DEM_448
Jun_2019_449,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_449,/mnt/d/repos/toushka/patches/b8/Jun_2019_449,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_449,/mnt/d/repos/toushka/patches/mask/Jun_2019_449,/mnt/d/repos/toushka/patches/dem/DEM_449
Jun_2019_450,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_450,/mnt/d/repos/toushka/patches/b8/Jun_2019_450,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_450,/mnt/d/repos/toushka/patches/mask/Jun_2019_450,/mnt/d/repos/toushka/patches/dem/DEM_450
Jun_2019_451,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_451,/mnt/d/repos/toushka/patches/b8/Jun_2019_451,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_451,/mnt/d/repos/toushka/patches/mask/Jun_2019_451,/mnt/d/repos/toushka/patches/dem/DEM_451
Jun_2019_452,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_452,/mnt/d/repos/toushka/patches/b8/Jun_2019_452,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_452,/mnt/d/repos/toushka/patches/mask/Jun_2019_452,/mnt/d/repos/toushka/patches/dem/DEM_452
Jun_2019_453,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_453,/mnt/d/repos/toushka/patches/b8/Jun_2019_453,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_453,/mnt/d/repos/toushka/patches/mask/Jun_2019_453,/mnt/d/repos/toushka/patches/dem/DEM_453
Jun_2019_454,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_454,/mnt/d/repos/toushka/patches/b8/Jun_2019_454,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_454,/mnt/d/repos/toushka/patches/mask/Jun_2019_454,/mnt/d/repos/toushka/patches/dem/DEM_454
Jun_2019_455,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_455,/mnt/d/repos/toushka/patches/b8/Jun_2019_455,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_455,/mnt/d/repos/toushka/patches/mask/Jun_2019_455,/mnt/d/repos/toushka/patches/dem/DEM_455
Jun_2019_456,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_456,/mnt/d/repos/toushka/patches/b8/Jun_2019_456,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_456,/mnt/d/repos/toushka/patches/mask/Jun_2019_456,/mnt/d/repos/toushka/patches/dem/DEM_456
Jun_2019_457,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_457,/mnt/d/repos/toushka/patches/b8/Jun_2019_457,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_457,/mnt/d/repos/toushka/patches/mask/Jun_2019_457,/mnt/d/repos/toushka/patches/dem/DEM_457
Jun_2019_458,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_458,/mnt/d/repos/toushka/patches/b8/Jun_2019_458,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_458,/mnt/d/repos/toushka/patches/mask/Jun_2019_458,/mnt/d/repos/toushka/patches/dem/DEM_458
Jun_2019_459,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_459,/mnt/d/repos/toushka/patches/b8/Jun_2019_459,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_459,/mnt/d/repos/toushka/patches/mask/Jun_2019_459,/mnt/d/repos/toushka/patches/dem/DEM_459
Oct_2019_0,Oct-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Oct_2019_0,/mnt/d/repos/toushka/patches/b8/Oct_2019_0,/mnt/d/repos/toushka/patches/sentinel_2/Oct_2019_0,/mnt/d/repos/toushka/patches/mask/Oct_2019_0,/mnt/d/repos/toushka/patches/dem/DEM_0
Oct_2019_1,Oct-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Oct_2019_1,/mnt/d/repos/toushka/patches/b8/Oct_2019_1,/mnt/d/repos/toushka/patches/sentinel_2/Oct_2019_1,/mnt/d/repos/toushka/patches/mask/Oct_2019_1,/mnt/d/repos/toushka/patches/dem/DEM_1
Oct_2019_2,Oct-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Oct_2019_2,/mnt/d/repos/toushka/patches/b8/Oct_2019_2,/mnt/d/repos/toushka/patches/sentinel_2/Oct_2019_2,/mnt/d/repos/toushka/patches/mask/Oct_2019_2,/mnt/d/repos/toushka/patches/dem/DEM_2
Oct_2019_3,Oct-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Oct_2019_3,/mnt/d/repos/toushka/patches/b8/Oct_2019_3,/mnt/d/repos/toushka/patches/sentinel_2/Oct_2019_3,/mnt/d/repos/toushka/patches/mask/Oct_2019_3,/mnt/d/repos/toushka/patches/dem/DEM_3
